Rammeprogram;Traktat kode (H2020);Programområde kode (H2020);Programområde (H2020);Program kode (H2020);Programkortnavn (H2020);Program (H2020);Programnivå 1 kortnavn (H2020);Programnivå 1 kode (H2020);Programnivå 1 (H2020);Prosjektnr;Prosjektkortnavn;Prosjektnavn;Utlysnings-id;Overordnet utlysnings-id;Topic kode;Topic;Søknadstype;Søknadstypenavn;Kontraktstatus;Kontrakt signeringsdato;Kontrakt startdato;Kontrakt sluttdato;Søknadsfrist;Søknadsdato;Varighet måneder;Vurderingspanel;Organisasjonsnummer;Organisasjonsnavn;Kortnavn;Organisasjon rolle;Organisasjon finansiell rolle;Deltakernr;FoU sektorkode;FoU sektor;FoU kategori;Kontraktspart 1;Kontraktspart 2;Adresse kommunenummer;Adresse kommune;Adresse fylkenummer;Adresse fylke;Adresse landsdel;Innvilget beløp organisasjon EUR
H2020;;EU.3.;Societal Challenges;EU.3.6.;SOCIETY;Europe in a changing world - inclusive, innovative and reflective Societies;;;;727069;ISOTIS;Inclusive Education and Social Support to Tackle Inequalities in Society;H2020-SC6-REV-INEQUAL-2016;H2020-SC6-REV-INEQUAL-2016-2017;REV-INEQUAL-06-2016;Tackling inequalities at their roots: new policies for fairness in education from early age;RIA;Research and Innovation action;CLOSED;15.09.2016 00:00;01.01.2017 00:00;31.12.2019 00:00;04.02.2016 00:00;04.02.2016 00:00;36;Cultural and creative economy;971035854;UNIVERSITETET I OSLO;UIO;PARTICIPANT;BENEFICIARY;13;UoH;UoH-sektor;Universiteter;102;0;301;Oslo;3;Oslo;Oslo og Viken;129531.24999972
H2020;;EU.2.;Industrial Leadership;EU.2.1.;LEIT;Leadership in enabling and industrial technologies (LEIT);LEIT-ICT;EU.2.1.1.;Information and Communication Technologies;877539;ArchitectECA2030;Trustable architectures with acceptable residual risk for the electric, connected and automated cars;H2020-ECSEL-2019-2-RIA;H2020-ECSEL-2019-2-RIA-two-stage;ECSEL-RIA-2019-2-Special-Topic-1;ARCHITECTURES, COMPONENTS, AND SYSTEMS FOR VALIDATION/SIMULATION OF CONNECTED AUTOMATED VEHICLES;ECSEL-RIA;ECSEL Research and Innovation Action;SIGNED;19.05.2020 00:00;01.07.2020 00:00;30.06.2023 00:00;18.09.2019 00:00;18.09.2019 00:00;36;;989180851;NXTECH AS;ukjent;PARTICIPANT;BENEFICIARY;6;NÆR;Næringsliv;Næringsliv;601;0;3004;Fredrikstad;30;Viken;Oslo og Viken;229349.99999988
H2020;;EU.3.;Societal Challenges;EU.3.5.;ENV;Climate action, environment, resource efficiency and raw materials;;;;727890;INTAROS;Integrated Arctic observation system;H2020-BG-2016-1;H2020-BG-2016-2017;BG-09-2016;An integrated Arctic observation system;RIA;Research and Innovation action;SIGNED;11.10.2016 00:00;01.12.2016 00:00;30.11.2021 00:00;17.02.2016 00:00;17.02.2016 00:00;60;Earth and related environmental sciences;943432449;STIFTELSEN NANSEN SENTER FOR MILJØ OG FJERNMÅLING;NERSC;COORDINATOR;BENEFICIARY;1;INS;Instituttsektor;Miljøinstitutter;705;1;4601;Bergen;46;Vestland;Vestlandet;1745566.2499998
H2020;;EU.3.;Societal Challenges;EU.3.4.;TPT;Smart, green and integrated transport;;;;671463;H2REF;DEVELOPMENT OF A COST EFFECTIVE AND RELIABLE HYDROGEN FUEL CELL VEHICLE REFUELLING SYSTEM;H2020-JTI-FCH-2014-1;H2020-JTI-FCH-2014-1;FCH-01.5-2014;Development of cost effective and reliable hydrogen refuelling station components and systems for fuel cell vehicles;FCH2-RIA;Research and Innovation action;CLOSED;27.07.2015 00:00;01.09.2015 00:00;31.12.2019 00:00;06.11.2014 00:00;06.11.2014 00:00;52;;985090211;HEXAGON RAUFOSS AS;ukjent;PARTICIPANT;BENEFICIARY;4;NÆR;Næringsliv;Næringsliv;601;0;3443;Vestre Toten;34;Innlandet;Innlandet;1288933.99999988
H2020;;EU.3.;Societal Challenges;EU.3.4.;TPT;Smart, green and integrated transport;;;;733018;PJ20 AMPLE;Master Plan Maintenance;H2020-SESAR-2015-2;H2020-SESAR-2015-2;SESAR.IR-VLD.Wave1-02-2015;Master Plan Maintenance;SESAR-CSA;Coordination and Support Action;CLOSED;27.10.2016 00:00;01.11.2016 00:00;31.12.2019 00:00;20.04.2016 00:00;18.04.2016 00:00;38;;985198292;AVINOR AS;AVINOR;PARTICIPANT;BENEFICIARY;27;NÆR;Næringsliv;Næringsliv;601;0;3033;Ullensaker;30;Viken;Oslo og Viken;0
H2020;;EU.1.;Excellent Science;EU.1.2.;FET;Future and Emerging Technologies;;;;964800;OrganVision;OrganVision: Technology for real-time visualizing and modelling of fundamental process in living organoids towards new insights into organ-specific health, disease, and recovery;H2020-FETOPEN-2018-2019-2020-01;H2020-FETOPEN-2018-2020;FETOPEN-01-2018-2019-2020;FET-Open Challenging Current Thinking;RIA;Research and Innovation action;SIGNED;27.01.2021 00:00;01.07.2021 00:00;30.06.2025 00:00;03.06.2020 00:00;03.06.2020 00:00;48;Information and Communication Technology (ICT);983974899;UNIVERSITETSSYKEHUSET NORD-NORGE HF;UNN;PARTICIPANT;BENEFICIARY;7;HEL;Helseforetak;Helse Nord RHF;504;10;5401;Tromsø;54;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku;Nord-Norge;510060
H2020;;EU.3.;Societal Challenges;EU.3.5.;ENV;Climate action, environment, resource efficiency and raw materials;;;;101003687;PROVIDE;Paris Agreement Overshooting – Reversibility, Climate Impacts and Adaptation Needs;H2020-LC-CLA-2020-2;H2020-LC-CLA-2018-2019-2020;LC-CLA-12-2020;Advancing climate services;RIA;Research and Innovation action;SIGNED;10.05.2021 00:00;01.09.2021 00:00;31.08.2024 00:00;03.09.2020 00:00;03.09.2020 00:00;36;;989714309;NORDLANDSFORSKNING AS;NFORSK;PARTICIPANT;BENEFICIARY;16;INS;Instituttsektor;Nasjonale samfunnsvitenskapelige institutter;702;35;1804;Bodø;18;Nordland - Nordlánnda;Nord-Norge;173192.49999972
H2020;;EU.3.;Societal Challenges;EU.3.7.;SECURITY;Secure societies - Protecting freedom and security of Europe and its citizens;;;;786805;EXERTER;Security of Explosives pan-European Specialists Network;H2020-SEC-2016-2017-2;H2020-SEC-2016-2017;SEC-21-GM-2016-2017;Pan European Networks of practitioners and other actors in the field of security;CSA;Coordination and support action;SIGNED;16.05.2018 00:00;01.06.2018 00:00;31.05.2023 00:00;24.08.2017 00:00;24.08.2017 00:00;60;;970963340;FORSVARETS FORSKNINGSINSTITUTT;FFI;PARTICIPANT;BENEFICIARY;19;INS;Instituttsektor;Øvrige forskningsinstitutter;707;31;3030;Lillestrøm;30;Viken;Oslo og Viken;97324.9999998
H2020;;EU.2.;Industrial Leadership;EU.2.3.;INNOSUPSME;Innovation in SMEs;;;;822653;GlucoSet;Microsensor for continuous arterial blood glucose monitoring;H2020-SMEInst-2018-2020-2;H2020-EIC-SMEInst-2018-2020;EIC-SMEInst-2018-2020;SME instrument;SME-2;SME instrument phase 2;CLOSED;28.08.2018 00:00;01.10.2018 00:00;30.11.2020 00:00;14.03.2018 00:00;14.03.2018 00:00;26;Engineering and technology | Health;997780922;GLUCOSET AS;ukjent;COORDINATOR;BENEFICIARY;1;NÆR;Næringsliv;Næringsliv;601;0;5001;Trondheim;50;Trøndelag - Trööndelage;Trøndelag;2376149.99999988
H2020;;EU.2.;Industrial Leadership;EU.2.1.;LEIT;Leadership in enabling and industrial technologies (LEIT);LEIT-ICT;EU.2.1.1.;Information and Communication Technologies;871542;PILOTING;PILOTs for robotic INspection and maintenance Grounded on advanced intelligent platforms and prototype applications;H2020-ICT-2019-2;H2020-ICT-2018-20;ICT-09-2019-2020;Robotics in Application Areas;IA;Innovation action;SIGNED;05.11.2019 00:00;01.01.2020 00:00;31.12.2023 00:00;28.03.2019 00:00;27.03.2019 00:00;48;;919303808;SINTEF AS;SINTEF;PARTICIPANT;BENEFICIARY;11;INS;Instituttsektor;Teknisk-industrielle institutter;706;22;5001;Trondheim;50;Trøndelag - Trööndelage;Trøndelag;606031.24999968
H2020;;EU.3.;Societal Challenges;EU.3.5.;ENV;Climate action, environment, resource efficiency and raw materials;;;;678760;ATLAS;A Trans-AtLantic Assessment and deep-water ecosystem-based Spatial management plan for Europe;H2020-BG-2015-2;H2020-BG-2014-2015;BG-01-2015;Improving the preservation and sustainable exploitation of Atlantic marine ecosystems;RIA;Research and Innovation action;SIGNED;10.02.2016 00:00;01.05.2016 00:00;31.10.2020 00:00;11.06.2015 00:00;11.06.2015 00:00;54;;970422528;UNIVERSITETET I TROMSØ - NORGES ARKTISKE UNIVERSITET;UIT;PARTICIPANT;BENEFICIARY;19;UoH;UoH-sektor;Universiteter;103;0;5401;Tromsø;54;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku;Nord-Norge;444999.99999996
H2020;;EU.3.;Societal Challenges;EU.3.3.;ENERGY;Secure, clean and efficient energy;;;;763911;eForFuel;Fuels from electricity: de novo metabolic conversion of electrochemically produced formate into hydrocarbons;H2020-LCE-2017-RES-RIA-TwoStage;H2020-LCE-2016-2017;LCE-06-2017;New knowledge and technologies;RIA;Research and Innovation action;SIGNED;14.02.2018 00:00;01.03.2018 00:00;28.02.2022 00:00;22.08.2017 00:00;10.08.2017 00:00;48;Energy;919303808;SINTEF AS;SINTEF;PARTICIPANT;BENEFICIARY;4;INS;Instituttsektor;Teknisk-industrielle institutter;706;22;5001;Trondheim;50;Trøndelag - Trööndelage;Trøndelag;345394.62999984
H2020;;EU.2.;Industrial Leadership;EU.2.1.;LEIT;Leadership in enabling and industrial technologies (LEIT);LEIT-NMP;EU.2.1.2.;Nanotechnologies, Advanced Materials and Production;646221;NanoREG II;Development and implementation of Grouping and Safe-by-Design approaches within regulatory frameworks;H2020-NMP-2014-two-stage;H2020-NMP-2014-2015;NMP-26-2014;Joint EU & MS activity on the next phase of research in support of regulation 'NANOREG II';RIA;Research and Innovation action;CLOSED;01.06.2015 00:00;01.09.2015 00:00;28.02.2019 00:00;07.10.2014 00:00;07.10.2014 00:00;42;Biotechnology;941705561;NILU - STIFTELSEN NORSK INSTITUTT FOR LUFTFORSKNING;NILU;PARTICIPANT;BENEFICIARY;16;INS;Instituttsektor;Miljøinstitutter;705;5;3030;Lillestrøm;30;Viken;Oslo og Viken;210000
H2020;;EU.3.;Societal Challenges;EU.3.1.;HEALTH;Health, demographic change and wellbeing;;;;899671;SPIOMET4HEALTH;PCOS IN ADOLESCENT GIRLS AND YOUNG WOMEN: TOWARD A TREATMENT GUIDED BY PATHOPHYSIOLOGY;H2020-SC1-2020-Two-Stage-RTD;H2020-SC1-BHC-2018-2020;SC1-BHC-08-2020;New interventions for Non-Communicable Diseases;RIA;Research and Innovation action;SIGNED;01.02.2021 00:00;01.04.2021 00:00;31.03.2026 00:00;04.06.2020 00:00;04.06.2020 00:00;60;;974767880;NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU;NTNU;PARTICIPANT;BENEFICIARY;7;UoH;UoH-sektor;Universiteter;104;0;5001;Trondheim;50;Trøndelag - Trööndelage;Trøndelag;320037.2499996
H2020;;EU.1.;Excellent Science;EU.1.1.;ERC;European Research Council;;;;804233;3D-nanoMorph;Label-free 3D morphological nanoscopy for studying sub-cellular dynamics in live cancer cells with high spatio-temporal resolution;ERC-2018-STG;ERC-2018-STG;ERC-2018-STG;ERC Starting Grant;ERC-STG;Starting Grant;SIGNED;25.10.2018 00:00;01.07.2019 00:00;31.12.2024 00:00;17.10.2017 00:00;17.10.2017 00:00;66;;970422528;UNIVERSITETET I TROMSØ - NORGES ARKTISKE UNIVERSITET;UIT;COORDINATOR;BENEFICIARY;1;UoH;UoH-sektor;Universiteter;103;0;5401;Tromsø;54;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku;Nord-Norge;1499998.9999995
H2020;;EU.3.;Societal Challenges;EU.3.5.;ENV;Climate action, environment, resource efficiency and raw materials;;;;101003805;EUROqCHARM;EUROpean quality Controlled Harmonization Assuring Reproducible Monitoring and assessment of plastic pollution;H2020-SC5-2020-1;H2020-SC5-2018-2019-2020;CE-SC5-29-2020;A common European framework to harmonise procedures for plastics pollution monitoring and assessments;CSA;Coordination and support action;SIGNED;12.10.2020 00:00;01.11.2020 00:00;31.10.2023 00:00;13.02.2020 00:00;13.02.2020 00:00;36;;;ukjent;ukjent;PARTICIPANT;BENEFICIARY;12;ukjent;ukjent;ukjent;;;;;;;;144187.49999988
H2020;;EU.3.;Societal Challenges;EU.3.5.;ENV;Climate action, environment, resource efficiency and raw materials;;;;101036926;DRYADS;A Holistic Fire Management Ecosystem for Prevention, Detection and Restoration of Environmental Disasters;H2020-LC-GD-2020-3;H2020-LC-GD-2020;LC-GD-1-1-2020;Preventing and fighting extreme wildfires with the integration and demonstration of innovative means;IA;Innovation action;SIGNED;27.09.2021 00:00;01.12.2021 00:00;31.05.2025 00:00;27.01.2021 00:00;27.01.2021 00:00;42;;948979357;JOTNE EPM TECHNOLOGY AS;;PARTICIPANT;BENEFICIARY;2;NÆR;Næringsliv;Næringsliv;601;0;301;Oslo;3;Oslo;Oslo og Viken;542499.99999972
H2020;;EU.3.;Societal Challenges;EU.3.4.;TPT;Smart, green and integrated transport;;;;826215;FLAGSHIPS;Clean waterborne transport in Europe;H2020-JTI-FCH-2018-1;H2020-JTI-FCH-2018-1;FCH-01-2-2018;Demonstration of Fuel Cell applications for mid-size passenger ships or inland freight;FCH2-IA;Innovation action;SIGNED;03.12.2018 00:00;01.01.2019 00:00;30.09.2023 00:00;24.04.2018 00:00;24.04.2018 00:00;57;;981940768;NORLED AS;ukjent;PARTICIPANT;BENEFICIARY;6;NÆR;Næringsliv;Næringsliv;601;0;1103;Stavanger;11;Rogaland;Vestlandet;713291.24999958
H2020;;EU.1.;Excellent Science;EU.1.2.;FET;Future and Emerging Technologies;;;;964800;OrganVision;OrganVision: Technology for real-time visualizing and modelling of fundamental process in living organoids towards new insights into organ-specific health, disease, and recovery;H2020-FETOPEN-2018-2019-2020-01;H2020-FETOPEN-2018-2020;FETOPEN-01-2018-2019-2020;FET-Open Challenging Current Thinking;RIA;Research and Innovation action;SIGNED;27.01.2021 00:00;01.07.2021 00:00;30.06.2025 00:00;03.06.2020 00:00;03.06.2020 00:00;48;Information and Communication Technology (ICT);970422528;UNIVERSITETET I TROMSØ - NORGES ARKTISKE UNIVERSITET;UIT;COORDINATOR;BENEFICIARY;1;UoH;UoH-sektor;Universiteter;103;0;5401;Tromsø;54;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku;Nord-Norge;973991.25
H2020;;EU.3.;Societal Challenges;EU.3.3.;ENERGY;Secure, clean and efficient energy;;;;723838;Smartrec;Developing a standard modularised solution for flexible and adaptive integration of heat recovery and thermal storage capable of recovery and management of waste heat;H2020-EE-2016-PPP;H2020-EE-2016-2017;EE-17-2016-2017;Valorisation of waste heat in industrial systems (SPIRE PPP);IA;Innovation action;SIGNED;29.08.2016 00:00;01.09.2016 00:00;31.08.2021 00:00;21.01.2016 00:00;21.01.2016 00:00;60;;995601699;FLOWPHYS AS;ukjent;PARTICIPANT;BENEFICIARY;8;NÆR;Næringsliv;Næringsliv;601;0;3004;Fredrikstad;30;Viken;Oslo og Viken;215687.4999996
H2020;;EU.1.;Excellent Science;EU.1.2.;FET;Future and Emerging Technologies;;;;650003;HBP FPA;Human Brain Project Framework Partnership Agreement;H2020-FETFLAG-2014;H2020-FETFLAG-2014;FETFLAG-1-2014;2014: Framework Partnership Agreement;FPA;Framework Partnership Agreement;SIGNED;30.10.2015 00:00;30.10.2015 00:00;29.12.2020 00:00;10.06.2014 00:00;10.06.2014 00:00;62;;971035854;UNIVERSITETET I OSLO;UIO;PARTICIPANT;BENEFICIARY;81;UoH;UoH-sektor;Universiteter;102;0;301;Oslo;3;Oslo;Oslo og Viken;0
H2020;;EU.3.;Societal Challenges;EU.3.5.;ENV;Climate action, environment, resource efficiency and raw materials;;;;730292;PlastiCircle;Improvement of the plastic packaging waste chain from a circular economy approach;H2020-CIRC-2016TwoStage;H2020-IND-CE-2016-17;CIRC-01-2016-2017;Systemic, eco-innovative approaches for the circular economy: large-scale demonstration projects;IA;Innovation action;SIGNED;05.05.2017 00:00;01.06.2017 00:00;31.05.2021 00:00;06.09.2016 00:00;06.09.2016 00:00;48;Public sector innovation;948007029;STIFTELSEN SINTEF;SINTEF;PARTICIPANT;BENEFICIARY;2;INS;Instituttsektor;Teknisk-industrielle institutter;706;14;5001;Trondheim;50;Trøndelag - Trööndelage;Trøndelag;58698.81
H2020;;EU.3.;Societal Challenges;EU.3.4.;TPT;Smart, green and integrated transport;;;;731730;PJ09 DCB;Advanced DCB;H2020-SESAR-2015-2;H2020-SESAR-2015-2;SESAR.IR-VLD.Wave1-11-2015;Advanced DCB;SESAR-RIA;Research and Innovation action;CLOSED;25.10.2016 00:00;01.11.2016 00:00;31.12.2019 00:00;20.04.2016 00:00;18.04.2016 00:00;38;;919303808;SINTEF AS;SINTEF;PARTICIPANT;BENEFICIARY;30;INS;Instituttsektor;Teknisk-industrielle institutter;706;22;5001;Trondheim;50;Trøndelag - Trööndelage;Trøndelag;265641.37999966
H2020;;EU.2.;Industrial Leadership;EU.2.1.;LEIT;Leadership in enabling and industrial technologies (LEIT);LEIT-ICT;EU.2.1.1.;Information and Communication Technologies;101007260;TRANSACT;Transform safety-critical cyber-physical systems into distributed solutions for end-users and partners;H2020-ECSEL-2020-1-IA-two-stage;H2020-ECSEL-2020-1-IA-two-stage;ECSEL-2020-1-IA;ECSEL-IA;ECSEL-IA;ECSEL Innovation Action;SIGNED;12.05.2021 00:00;01.06.2021 00:00;31.05.2024 00:00;16.09.2020 00:00;16.09.2020 00:00;36;Engineering and technology | Information and Communication Technology (ICT);997074327;NAVTOR AS;;PARTICIPANT;BENEFICIARY;20;NÆR;Næringsliv;Næringsliv;601;0;1101;Eigersund;11;Rogaland;Vestlandet;303156.87999984
H2020;;EU.3.;Societal Challenges;EU.3.1.;HEALTH;Health, demographic change and wellbeing;;;;806776;VITAL;Vaccines and Infectious Diseases in the Ageing PopuLation;H2020-JTI-IMI2-2017-12-two-stage;H2020-JTI-IMI2-2017-12-two-stage;IMI2-2017-12-05;Analysing the infectious disease burden and the use of vaccines to improve healthy years in aging populations;IMI2-RIA;Research and Innovation action;SIGNED;10.12.2018 00:00;01.01.2019 00:00;31.12.2023 00:00;16.05.2018 00:00;16.05.2018 00:00;60;;983744516;FOLKEHELSEINSTITUTTET;FHI;PARTICIPANT;BENEFICIARY;5;INS;Instituttsektor;Øvrige forskningsinstitutter;707;32;301;Oslo;3;Oslo;Oslo og Viken;348472.5
H2020;;EU.3.;Societal Challenges;EU.3.3.;ENERGY;Secure, clean and efficient energy;;;;818135;CONVERGE;CarbON Valorisation in Energy-efficient Green fuels;H2020-LC-SC3-2018-RES-SingleStage;H2020-LC-SC3-2018-2019-2020;LC-SC3-RES-21-2018;Development of next generation biofuels and alternative renewable fuel technologies for road transport;RIA;Research and Innovation action;SIGNED;26.09.2018 00:00;01.11.2018 00:00;30.04.2022 00:00;13.02.2018 00:00;13.02.2018 00:00;42;;959432538;INSTITUTT FOR ENERGITEKNIKK;IFE;PARTICIPANT;BENEFICIARY;6;INS;Instituttsektor;Teknisk-industrielle institutter;706;3;3030;Lillestrøm;30;Viken;Oslo og Viken;1058756.2499997
H2020;;EU.1.;Excellent Science;EU.1.3.;MSCA;Marie Sklodowska-Curie actions;;;;766048;PROTECTA;Pathogen-informed Resistance to Oomycete diseases in Ecosystems, Agriculture and Aquaculture;H2020-MSCA-ITN-2017;H2020-MSCA-ITN-2017;MSCA-ITN-2017;Innovative Training Networks;MSCA-ITN-ETN;European Training Networks;SIGNED;09.07.2018 00:00;01.08.2018 00:00;31.07.2022 00:00;10.01.2017 00:00;10.01.2017 00:00;48;;969159570;NORGES MILJØ- OG BIOVITENSKAPELIGE UNIVERSITET (NMBU);NMBU;PARTICIPANT;BENEFICIARY;5;UoH;UoH-sektor;Universiteter;105;0;3021;Ås;30;Viken;Oslo og Viken;286275.24
H2020;;EU.3.;Societal Challenges;EU.3.4.;TPT;Smart, green and integrated transport;;;;861598;LEAD;Low-Emission Adaptive last mile logistics supporting 'on Demand economy' through digital twins;H2020-MG-2019-TwoStages;H2020-MG-2018-2019-2020;LC-MG-1-10-2019;Logistics solutions that deal with requirements of the 'on demand economy' and for shared-connected and low-emission logistics operations;RIA;Research and Innovation action;SIGNED;28.04.2020 00:00;01.06.2020 00:00;31.05.2023 00:00;12.09.2019 00:00;12.09.2019 00:00;36;Consumer products and services;971555483;HØGSKOLEN I MOLDE;HIM;PARTICIPANT;BENEFICIARY;7;UoH;UoH-sektor;Vitenskapelige høyskoler;212;0;1506;Molde;15;Møre og Romsdal;Vestlandet;256874.99999976
H2020;;EU.3.;Societal Challenges;EU.3.4.;TPT;Smart, green and integrated transport;;;;875527;Hydra;Hybrid power-energy electrodes for next generation  lithium-ion batteries;H2020-LC-BAT-2019;H2020-LC-BAT-2019-2020;LC-BAT-5-2019;Research and innovation for advanced Li-ion cells (generation 3b);RIA;Research and Innovation action;SIGNED;19.03.2020 00:00;01.05.2020 00:00;31.08.2024 00:00;25.04.2019 00:00;25.04.2019 00:00;52;Construction and transport networks;919303808;SINTEF AS;SINTEF;COORDINATOR;BENEFICIARY;1;INS;Instituttsektor;Teknisk-industrielle institutter;706;22;5001;Trondheim;50;Trøndelag - Trööndelage;Trøndelag;2168748.74999952
H2020;;EU.1.;Excellent Science;EU.1.3.;MSCA;Marie Sklodowska-Curie actions;;;;890397;MigraLing;Between migration and linguistics: Greeks in Western Europe and the emergence of contrastive grammar in the Renaissance (c.1390–1600);H2020-MSCA-IF-2019;H2020-MSCA-IF-2019;MSCA-IF-2019;Individual Fellowships;MSCA-IF-EF-ST;Standard European Fellowships;SIGNED;14.04.2020 00:00;01.03.2021 00:00;31.03.2023 00:00;11.09.2019 00:00;10.09.2019 00:00;25;;971035854;UNIVERSITETET I OSLO;UIO;COORDINATOR;BENEFICIARY;1;UoH;UoH-sektor;Universiteter;102;0;301;Oslo;3;Oslo;Oslo og Viken;214158.72
H2020;;EU.1.;Excellent Science;EU.1.3.;MSCA;Marie Sklodowska-Curie actions;;;;859962;SECRET;Exploitation of the SECRETory pathway for cancer therapy to address European research;H2020-MSCA-ITN-2019;H2020-MSCA-ITN-2019;MSCA-ITN-2019;Innovative Training Networks;MSCA-ITN-ETN;European Training Networks;SIGNED;09.08.2019 00:00;01.10.2019 00:00;30.09.2023 00:00;15.01.2019 00:00;15.01.2019 00:00;48;;993467049;OSLO UNIVERSITETSSYKEHUS HF;OUS;PARTICIPANT;BENEFICIARY;7;HEL;Helseforetak;Helse Sør-Øst RHF;501;10;301;Oslo;3;Oslo;Oslo og Viken;292342.32
H2020;;EU.2.;Industrial Leadership;EU.2.1.;LEIT;Leadership in enabling and industrial technologies (LEIT);LEIT-ADVMAT;EU.2.1.3.;Advanced materials;760899;GENESIS;High performance MOF and IPOSS enhanced membrane systems as next generation CO2 capture technologies;H2020-NMBP-2017-two-stage;H2020-NMBP-2016-2017;NMBP-20-2017;High-performance materials for optimizing carbon dioxide capture;IA;Innovation action;SIGNED;30.11.2017 00:00;01.01.2018 00:00;30.04.2022 00:00;04.05.2017 00:00;04.05.2017 00:00;52;Engineering and technology;916300433;FUNZIONANO AS;ukjent;PARTICIPANT;BENEFICIARY;9;NÆR;Næringsliv;Næringsliv;601;0;3806;Porsgrunn;38;Vestfold og Telemark;Agder og Sør-Østlandet;170283.75
H2020;;EU.3.;Societal Challenges;EU.3.3.;ENERGY;Secure, clean and efficient energy;;;;101036935;GreenHyScale;100 MW Green hydrogen production in a replicable and scalable industrial hosting environment;H2020-LC-GD-2020-1;H2020-LC-GD-2020;LC-GD-2-2-2020;Develop and demonstrate a 100 MW electrolyser upscaling the link between renewables and commercial/industrial applications;IA;Innovation action;SIGNED;01.09.2021 00:00;01.10.2021 00:00;30.09.2026 00:00;27.01.2021 00:00;27.01.2021 00:00;60;Energy;915119484;QUANTAFUEL ASA;ukjent;PARTICIPANT;BENEFICIARY;10;NÆR;Næringsliv;Næringsliv;601;0;301;Oslo;3;Oslo;Oslo og Viken;105937.5
H2020;;EU.3.;Societal Challenges;EU.3.2.;FOOD;Food security, sustainable agriculture and forestry, marine and maritime and inland water research;;;;101000812;FOOD TRAILS;Building pathways towards FOOD 2030-led urban food policies;H2020-FNR-2020-1;H2020-FNR-2020;CE-FNR-07-2020;FOOD 2030 - Empowering cities as agents of food system transformation;IA;Innovation action;SIGNED;08.09.2020 00:00;16.10.2020 00:00;15.10.2024 00:00;23.01.2020 00:00;23.01.2020 00:00;47;;916737122;EAT FOUNDATION;ukjent;PARTICIPANT;BENEFICIARY;5;DIV;Øvrige;Øvrige andre;930;19;301;Oslo;3;Oslo;Oslo og Viken;572084.99999973
H2020;;EU.2.;Industrial Leadership;EU.2.1.;LEIT;Leadership in enabling and industrial technologies (LEIT);LEIT-ICT;EU.2.1.1.;Information and Communication Technologies;731993;AUTOPILOT;AUTOmated driving Progressed by Internet Of Things;H2020-IOT-2016;H2020-IOT-2016-2017;IoT-01-2016;Large Scale Pilots;IA;Innovation action;CLOSED;09.11.2016 00:00;01.01.2017 00:00;29.02.2020 00:00;12.04.2016 00:00;12.04.2016 00:00;38;;948007029;STIFTELSEN SINTEF;SINTEF;PARTICIPANT;BENEFICIARY;27;INS;Instituttsektor;Teknisk-industrielle institutter;706;14;5001;Trondheim;50;Trøndelag - Trööndelage;Trøndelag;91249.99999986
H2020;;EU.3.;Societal Challenges;EU.3.2.;FOOD;Food security, sustainable agriculture and forestry, marine and maritime and inland water research;;;;633571;DIVERSIFOOD;Embedding crop diversity and networking for local high quality food systems;H2020-SFS-2014-2;H2020-SFS-2014-2015;SFS-07a-2014;Traditional resources for agricultural diversity and the food chain;RIA;Research and Innovation action;CLOSED;20.02.2015 00:00;01.03.2015 00:00;28.02.2019 00:00;26.06.2014 00:00;26.06.2014 00:00;48;Public sector innovation;982512069;ØKOLOGISK NORGE;ukjent;PARTICIPANT;BENEFICIARY;19;NÆR;Næringsliv;Næringsliv;600;0;301;Oslo;3;Oslo;Oslo og Viken;27047.65999968
H2020;;EU.3.;Societal Challenges;EU.3.1.;HEALTH;Health, demographic change and wellbeing;;;;667302;CoCA;Comorbid Conditions of Attention deficit / hyperactivity disorder;H2020-PHC-2015-two-stage;H2020-PHC-2014-2015;PHC-03-2015;Understanding common mechanisms of diseases and their relevance in co-morbidities;RIA;Research and Innovation action;SIGNED;16.12.2015 00:00;01.01.2016 00:00;30.06.2021 00:00;21.04.2015 00:00;21.04.2015 00:00;66;;874789542;UNIVERSITETET I BERGEN;UIB;PARTICIPANT;BENEFICIARY;13;UoH;UoH-sektor;Universiteter;101;0;4601;Bergen;46;Vestland;Vestlandet;402359.99999976
H2020;;EU.3.;Societal Challenges;EU.3.3.;ENERGY;Secure, clean and efficient energy;;;;727680;TotalControl;Advanced integrated supervisory and wind turbine control for optimal operation of large Wind Power Plants;H2020-LCE-2016-RES-CCS-RIA;H2020-LCE-2016-2017;LCE-07-2016-2017;Developing the next generation technologies of renewable electricity and heating/cooling;RIA;Research and Innovation action;SIGNED;20.11.2017 00:00;01.01.2018 00:00;31.05.2022 00:00;16.02.2016 00:00;16.02.2016 00:00;53;;923609016;EQUINOR ASA;STATOIL;PARTICIPANT;BENEFICIARY;8;NÆR;Næringsliv;Næringsliv;625;0;1103;Stavanger;11;Rogaland;Vestlandet;79999.99999978
