Rammeprogram;Traktat kode (H2020);Programområde kode (H2020);Programområde (H2020);Program kode (H2020);Programkortnavn (H2020);Program (H2020);Programnivå 1 kortnavn (H2020);Programnivå 1 kode (H2020);Programnivå 1 (H2020);Prosjektnr;Prosjektkortnavn;Prosjektnavn;Utlysnings-id;Overordnet utlysnings-id;Topic kode;Topic;Søknadstype;Søknadstypenavn;Kontraktstatus;Kontrakt signeringsdato;Kontrakt startdato;Kontrakt sluttdato;Søknadsfrist;Søknadsdato;Varighet måneder;Vurderingspanel;Organisasjonsnummer;Organisasjonsnavn;Kortnavn;Organisasjon rolle;Organisasjon finansiell rolle;Deltakernr;FoU sektorkode;FoU sektor;FoU kategori;Kontraktspart 1;Kontraktspart 2;Adresse kommunenummer;Adresse kommune;Adresse fylkenummer;Adresse fylke;Adresse landsdel;Innvilget beløp organisasjon EUR
H2020;;EU.3.;Societal Challenges;EU.3.4.;TPT;Smart, green and integrated transport;;;;874464;PJ10-W2 PROSA;Separation Management and Controller Tools;H2020-SESAR-2019-1;H2020-SESAR-2019-1;SESAR-IR-VLD-WAVE2-10-2019;PJ.10 W2 Separation Management and Controller Tools;SESAR-RIA;Research and Innovation action;SIGNED;26.11.2019 00:00;01.12.2019 00:00;31.12.2022 00:00;16.04.2019 00:00;08.04.2019 00:00;37;;919303808;SINTEF AS;SINTEF;PARTICIPANT;BENEFICIARY;21;INS;Instituttsektor;Teknisk-industrielle institutter;706;22;5001;Trondheim;50;Trøndelag - Trööndelage;Trøndelag;143076.99999978
H2020;;EU.3.;Societal Challenges;EU.3.5.;ENV;Climate action, environment, resource efficiency and raw materials;;;;101003966;ENBEL;Enhancing Belmont Research Action to support EU policy making on climate change and health;H2020-LC-CLA-2020-1;H2020-LC-CLA-2018-2019-2020;LC-CLA-22-2020;Enhancing the Belmont Forum Collaborative Research Action on Climate, Environment and Health;CSA;Coordination and support action;SIGNED;30.09.2020 00:00;01.11.2020 00:00;31.10.2023 00:00;13.02.2020 00:00;13.02.2020 00:00;36;Earth and related environmental sciences;983744516;FOLKEHELSEINSTITUTTET;FHI;PARTICIPANT;BENEFICIARY;8;INS;Instituttsektor;Øvrige forskningsinstitutter;707;32;301;Oslo;3;Oslo;Oslo og Viken;150006.24999972
H2020;;EU.2.;Industrial Leadership;EU.2.1.;LEIT;Leadership in enabling and industrial technologies (LEIT);LEIT-ICT;EU.2.1.1.;Information and Communication Technologies;857202;DEMETER;Building an Interoperable, Data-Driven, Innovative and Sustainable European Agri-Food Sector;H2020-DT-2018-2;H2020-DT-2018-2020;DT-ICT-08-2019;Agricultural digital integration platforms;IA;Innovation action;SIGNED;07.06.2019 00:00;01.09.2019 00:00;28.02.2023 00:00;14.11.2018 00:00;14.11.2018 00:00;42;Information and Communication Technology (ICT);870309392;LANDBRUKETS DATAFLYT SA;ukjent;PARTICIPANT;BENEFICIARY;24;NÆR;Næringsliv;Næringsliv;601;0;301;Oslo;3;Oslo;Oslo og Viken;241062.49999986
H2020;;EU.3.;Societal Challenges;EU.3.6.;SOCIETY;Europe in a changing world - inclusive, innovative and reflective Societies;;;;649307;HERA JRP UP;HERA Joint Research Programme Uses of the Past;H2020-REFLECTIVE-SOCIETY-2014;H2020-REFLECTIVE-2014-2015;REFLECTIVE-1-2014;ERA-NET on Uses of the past;ERA-NET-Cofund;ERA-NET Cofund;CLOSED;25.03.2015 00:00;01.01.2015 00:00;31.12.2019 00:00;03.06.2014 00:00;03.06.2014 00:00;60;Cultural and creative economy;970141669;NORGES FORSKNINGSRÅD;NFR;PARTICIPANT;BENEFICIARY;16;NFR;Norges forskningsråd;Norges forskningsråd;951;0;3024;Bærum;30;Viken;Oslo og Viken;201416.2599996
H2020;;EU.2.;Industrial Leadership;EU.2.3.;INNOSUPSME;Innovation in SMEs;;;;876799;SUBFISH;The high-tech offshore and seabed fish farming system the next marine aquaculture generation;H2020-SMEInst-2018-2020-1;H2020-EIC-SMEInst-2018-2020;EIC-SMEInst-2018-2020;SME instrument;SME-1;SME instrument phase 1;CLOSED;30.08.2019 00:00;01.08.2019 00:00;30.11.2019 00:00;07.05.2019 00:00;06.05.2019 00:00;4;Agriculture / Rural Development / Fisheries | Earth and related environmental sciences | Engineering and technology;916972946;MARINE GARDEN AS;ukjent;COORDINATOR;BENEFICIARY;1;NÆR;Næringsliv;Næringsliv;601;0;301;Oslo;3;Oslo;Oslo og Viken;50000
H2020;;EU.1.;Excellent Science;EU.1.1.;ERC;European Research Council;;;;101003208;GOODATTENTION;Good attention: Attention norms and their role in practical reason, epistemology, and ethics;ERC-2020-COG;ERC-2020-COG;ERC-2020-COG;ERC CONSOLIDATOR GRANTS;ERC-COG;Consolidator Grant;SIGNED;11.03.2021 00:00;01.09.2021 00:00;31.08.2026 00:00;05.02.2020 00:00;04.02.2020 00:00;60;;971035854;UNIVERSITETET I OSLO;UIO;COORDINATOR;BENEFICIARY;1;UoH;UoH-sektor;Universiteter;102;0;301;Oslo;3;Oslo;Oslo og Viken;1999996.9999998
H2020;;EU.3.;Societal Challenges;EU.3.6.;SOCIETY;Europe in a changing world - inclusive, innovative and reflective Societies;;;;693337;EUNPACK;Good intentions, mixed results –  A conflict sensitive unpacking of the EU comprehensive approach to conflict and crisis mechanisms;H2020-INT-SOCIETY-2015;H2020-INT-2014-2015;INT-05-2015;Rethinking the European Union crisis response mechanism in light of recent conflicts;RIA;Research and Innovation action;CLOSED;28.01.2016 00:00;01.04.2016 00:00;31.03.2019 00:00;28.05.2015 00:00;28.05.2015 00:00;36;;970955992;NORSK UTENRIKSPOLITISK INSTITUTT;NUPI;COORDINATOR;BENEFICIARY;1;INS;Instituttsektor;Nasjonale samfunnsvitenskapelige institutter;702;22;301;Oslo;3;Oslo;Oslo og Viken;913114.24999992
H2020;;EU.3.;Societal Challenges;EU.3.2.;FOOD;Food security, sustainable agriculture and forestry, marine and maritime and inland water research;;;;773830;One Health EJP;Promoting One Health in Europe through joint actions on foodborne zoonoses, antimicrobial resistance and emerging microbiological hazards.;H2020-SFS-2017-1;H2020-SFS-2016-2017;SFS-36-2017;Co-fund on One Health (zoonoses – emerging threats);COFUND-EJP;COFUND (European Joint Programme);SIGNED;09.10.2017 00:00;01.01.2018 00:00;31.12.2022 00:00;14.02.2017 00:00;14.02.2017 00:00;60;Food and beverages;970955623;VETERINÆRINSTITUTTET;VI;PARTICIPANT;BENEFICIARY;33;INS;Instituttsektor;Primærnæringsinstitutter;701;13;3021;Ås;30;Viken;Oslo og Viken;1654963.5099996
H2020;;EU.2.;Industrial Leadership;EU.2.1.;LEIT;Leadership in enabling and industrial technologies (LEIT);LEIT-NMP;EU.2.1.2.;Nanotechnologies, Advanced Materials and Production;720878;INTEGRAL;INitiative to bring the 2nd generation of ThermoElectric Generators into industrial ReALity;H2020-NMBP-PILOTS-2016;H2020-IND-CE-2016-17;PILOTS-01-2016;Pilot lines for manufacturing of materials with customized thermal/electrical conductivity properties;IA;Innovation action;CLOSED;22.11.2016 00:00;01.12.2016 00:00;30.11.2019 00:00;24.05.2016 00:00;24.05.2016 00:00;36;;911382008;ELKEM ASA;ELKEM;PARTICIPANT;BENEFICIARY;5;NÆR;Næringsliv;Næringsliv;624;0;301;Oslo;3;Oslo;Oslo og Viken;204356.25
H2020;;EU.3.;Societal Challenges;EU.3.5.;ENV;Climate action, environment, resource efficiency and raw materials;;;;817527;MAIA;Mapping and Assessment for Integrated ecosystem Accounting (MAIA);H2020-SC5-2018-1;H2020-SC5-2018-2019-2020;SC5-18-2018;Valuing nature: mainstreaming natural capital in policies and in business decision-making;CSA;Coordination and support action;SIGNED;30.10.2018 00:00;01.11.2018 00:00;31.10.2022 00:00;27.02.2018 00:00;09.02.2018 00:00;48;Earth and related environmental sciences;971526920;STATISTISK SENTRALBYRÅ;SSB;PARTICIPANT;BENEFICIARY;18;INS;Instituttsektor;Øvrige forskningsinstitutter;707;8;301;Oslo;3;Oslo;Oslo og Viken;143749.99999968
H2020;;EU.2.;Industrial Leadership;EU.2.1.;LEIT;Leadership in enabling and industrial technologies (LEIT);LEIT-SPACE;EU.2.1.6.;Space;687537;EONav;Earth Observation for Maritime Navigation;H2020-EO-2015;H2020-EO-2015;EO-1-2015;Bringing EO applications to the market;IA;Innovation action;CLOSED;27.11.2015 00:00;01.05.2016 00:00;30.04.2019 00:00;08.04.2015 00:00;08.04.2015 00:00;36;Space;961592720;COLOR LINE MARINE AS;ukjent;PARTICIPANT;BENEFICIARY;6;NÆR;Næringsliv;Næringsliv;601;0;3804;Sandefjord;38;Vestfold og Telemark;Agder og Sør-Østlandet;61249.99999968
H2020;;EU.3.;Societal Challenges;EU.3.2.;FOOD;Food security, sustainable agriculture and forestry, marine and maritime and inland water research;;;;101000612;In-No-Plastic;Innovative approaches towards prevention, removal and reuse of marine plastic litter;H2020-FNR-2020-1;H2020-FNR-2020;CE-FNR-09-2020;Pilot action for the removal of marine plastics and litter;IA;Innovation action;SIGNED;21.09.2020 00:00;01.10.2020 00:00;30.09.2023 00:00;23.01.2020 00:00;23.01.2020 00:00;36;;919303808;SINTEF AS;SINTEF;COORDINATOR;BENEFICIARY;1;INS;Instituttsektor;Teknisk-industrielle institutter;706;22;5001;Trondheim;50;Trøndelag - Trööndelage;Trøndelag;1315040.99999976
H2020;;EU.2.;Industrial Leadership;EU.2.1.;LEIT;Leadership in enabling and industrial technologies (LEIT);LEIT-ICT;EU.2.1.1.;Information and Communication Technologies;732064;DataBio;Data-Driven Bioeconomy;H2020-ICT-2016-1;H2020-ICT-2016-2017;ICT-15-2016-2017;Big Data PPP: Large Scale Pilot actions in sectors best benefitting from data-driven innovation;IA;Innovation action;CLOSED;09.11.2016 00:00;01.01.2017 00:00;31.12.2019 00:00;12.04.2016 00:00;12.04.2016 00:00;36;;879946832;KINGS BAY AS;ukjent;PARTICIPANT;BENEFICIARY;24;NÆR;Næringsliv;Næringsliv;601;0;1515;Herøy (Møre og Romsdal);15;Møre og Romsdal;Vestlandet;48506.49999972
H2020;;EU.3.;Societal Challenges;EU.3.5.;ENV;Climate action, environment, resource efficiency and raw materials;;;;869268;SisAl Pilot;Innovative pilot for Silicon production with low environmental impact using secondary Aluminium and silicon raw materials;H2020-SC5-2019-2;H2020-SC5-2018-2019-2020;CE-SC5-07-2018-2019-2020;Raw materials innovation for the circular economy: sustainable processing, reuse, recycling and recovery schemes;IA;Innovation action;SIGNED;20.04.2020 00:00;01.05.2020 00:00;30.04.2024 00:00;04.09.2019 00:00;04.09.2019 00:00;48;Biotechnology;995541432;WACKER CHEMICALS NORWAY AS;ukjent;PARTICIPANT;BENEFICIARY;14;NÆR;Næringsliv;Næringsliv;601;0;5055;Heim;50;Trøndelag - Trööndelage;Trøndelag;289884.87999984
H2020;;EU.3.;Societal Challenges;EU.3.2.;FOOD;Food security, sustainable agriculture and forestry, marine and maritime and inland water research;;;;727315;MedAID;Mediterranean Aquaculture Integrated Development;H2020-SFS-2016-2;H2020-SFS-2016-2017;SFS-23-2016;Improving the technical performance of the Mediterranean aquaculture;RIA;Research and Innovation action;SIGNED;28.04.2017 00:00;01.05.2017 00:00;31.10.2021 00:00;13.09.2016 00:00;13.09.2016 00:00;54;;984005776;SAMFUNNS- OG NÆRINGSLIVSFORSKNING AS;SNF;PARTICIPANT;BENEFICIARY;21;INS;Instituttsektor;Nasjonale samfunnsvitenskapelige institutter;702;23;4601;Bergen;46;Vestland;Vestlandet;234749.99999988
H2020;;EU.3.;Societal Challenges;EU.3.2.;FOOD;Food security, sustainable agriculture and forestry, marine and maritime and inland water research;;;;774253;Space at Sea;Multi-use affordable standardised floating Space@Sea;H2020-BG-2017-1;H2020-BG-2016-2017;BG-04-2017;Multi-use of the oceans marine space, offshore and near-shore: Enabling technologies;IA;Innovation action;CLOSED;03.10.2017 00:00;01.11.2017 00:00;31.10.2020 00:00;14.02.2017 00:00;14.02.2017 00:00;36;Construction and transport networks;990515514;VAL FOU AS;ukjent;PARTICIPANT;BENEFICIARY;16;NÆR;Næringsliv;Næringsliv;601;0;5060;Nærøysund;50;Trøndelag - Trööndelage;Trøndelag;55241.37999972
H2020;;EU.1.;Excellent Science;EU.1.4.;INFRA;Research infrastructures;;;;654124;SoNDe;Solid-State Neutron Detector - A new Neutron Detector for High-Flux Applications;H2020-INFRADEV-1-2014-1;H2020-INFRADEV-2014-2015;INFRADEV-1-2014;Design studies;RIA;Research and Innovation action;CLOSED;22.04.2015 00:00;01.05.2015 00:00;31.10.2019 00:00;02.09.2014 00:00;01.09.2014 00:00;54;Engineering and technology;965650776;INTEGRATED DETECTOR ELECTRONICS AS;;PARTICIPANT;BENEFICIARY;5;NÆR;Næringsliv;Næringsliv;601;0;301;Oslo;3;Oslo;Oslo og Viken;411062.49999954
H2020;;EU.1.;Excellent Science;EU.1.3.;MSCA;Marie Sklodowska-Curie actions;;;;889332;TAXGLOBAL;Understanding the global effect of corporate tax reforms;H2020-MSCA-IF-2019;H2020-MSCA-IF-2019;MSCA-IF-2019;Individual Fellowships;MSCA-IF-EF-ST;Standard European Fellowships;SIGNED;30.03.2020 00:00;15.07.2020 00:00;14.07.2022 00:00;11.09.2019 00:00;08.09.2019 00:00;24;Finance;974789523;NORGES HANDELSHØYSKOLE;NHH;COORDINATOR;BENEFICIARY;1;UoH;UoH-sektor;Vitenskapelige høyskoler;202;0;4601;Bergen;46;Vestland;Vestlandet;214158.72
H2020;;EU.3.;Societal Challenges;EU.3.5.;ENV;Climate action, environment, resource efficiency and raw materials;;;;633211;AtlantOS;Optimizing and Enhancing the Integrated Atlantic Ocean Observing System;H2020-BG-2014-2;H2020-BG-2014-2015;BG-08-2014;Developing in-situ Atlantic Ocean Observations for a better management and sustainable exploitation of the maritime resources;RIA;Research and Innovation action;CLOSED;27.02.2015 00:00;01.04.2015 00:00;30.09.2019 00:00;26.06.2014 00:00;26.06.2014 00:00;54;Space;874789542;UNIVERSITETET I BERGEN;UIB;PARTICIPANT;BENEFICIARY;12;UoH;UoH-sektor;Universiteter;101;0;4601;Bergen;46;Vestland;Vestlandet;402122.49999984
H2020;;EU.3.;Societal Challenges;EU.3.7.;SECURITY;Secure societies - Protecting freedom and security of Europe and its citizens;;;;786727;FINSEC;Integrated Framework for Predictive and Collaborative Security of Financial Infrastructures;CIP-2016-2017-2;H2020-CIP-2016-2017;CIP-01-2016-2017;Prevention, detection, response and mitigation of the combination of physical and cyber threats to the critical infrastructure of Europe.;IA;Innovation action;SIGNED;23.04.2018 00:00;01.05.2018 00:00;30.04.2021 00:00;24.08.2017 00:00;24.08.2017 00:00;36;;952125001;NORSK REGNESENTRAL;NR;PARTICIPANT;BENEFICIARY;18;INS;Instituttsektor;Teknisk-industrielle institutter;706;8;301;Oslo;3;Oslo;Oslo og Viken;731874.99999996
H2020;;EU.3.;Societal Challenges;EU.3.5.;ENV;Climate action, environment, resource efficiency and raw materials;;;;101003826;CRiceS;Climate relevant interactions and feedbacks: the key role of sea ice and snow in the polar and global climate system;H2020-LC-CLA-2020-2;H2020-LC-CLA-2018-2019-2020;LC-CLA-17-2020;Polar climate: understanding the polar processes in a global context in the Arctic and Antarctic Regions;RIA;Research and Innovation action;SIGNED;10.05.2021 00:00;01.09.2021 00:00;31.08.2025 00:00;03.09.2020 00:00;03.09.2020 00:00;48;Earth and related environmental sciences;971274190;CICERO SENTER FOR KLIMAFORSKNING;CICERO;PARTICIPANT;BENEFICIARY;3;INS;Instituttsektor;Miljøinstitutter;705;2;301;Oslo;3;Oslo;Oslo og Viken;750000
H2020;;EU.3.;Societal Challenges;EU.3.1.;HEALTH;Health, demographic change and wellbeing;;;;874866;INCENTIVE;Indo-European Consortium for Next Generation Influenza Vaccine Innovation;H2020-SC1-2019-Single-Stage-RTD;H2020-SC1-BHC-2018-2020;SC1-BHC-32-2019;Towards a next generation influenza vaccine to protect citizens worldwide – an EU-India collaboration;RIA;Research and Innovation action;SIGNED;13.12.2019 00:00;01.08.2020 00:00;31.07.2025 00:00;16.04.2019 00:00;16.04.2019 00:00;60;Health;971035854;UNIVERSITETET I OSLO;UIO;PARTICIPANT;BENEFICIARY;6;UoH;UoH-sektor;Universiteter;102;0;301;Oslo;3;Oslo;Oslo og Viken;307086.2499996
H2020;;EU.3.;Societal Challenges;EU.3.6.;SOCIETY;Europe in a changing world - inclusive, innovative and reflective Societies;;;;101004807;KIDS4ALLL;Key Inclusive Development Strategies for LifeLongLearning;H2020-SC6-MIGRATION-2020;H2020-SC6-MIGRATION-2018-2019-2020;MIGRATION-05-2018-2020;Mapping and overcoming integration challenges for migrant children;IA;Innovation action;SIGNED;03.11.2020 00:00;01.04.2021 00:00;31.03.2024 00:00;19.03.2020 00:00;18.03.2020 00:00;36;;997058925;OSLOMET - STORBYUNIVERSITETET;OSLOMET;PARTICIPANT;BENEFICIARY;2;UoH;UoH-sektor;Universiteter;109;0;301;Oslo;3;Oslo;Oslo og Viken;238622.49999972
H2020;;EU.3.;Societal Challenges;EU.3.6.;SOCIETY;Europe in a changing world - inclusive, innovative and reflective Societies;;;;870789;DiCE;Differentiation: Clustering Excellence;H2020-SC6-GOVERNANCE-2019;H2020-SC6-GOVERNANCE-2018-2019-2020;GOVERNANCE-02-2018-2019;Past, present and future of differentiation in European governance;CSA;Coordination and support action;SIGNED;13.11.2019 00:00;01.01.2020 00:00;31.12.2022 00:00;14.03.2019 00:00;14.03.2019 00:00;36;;971035854;UNIVERSITETET I OSLO;UIO;PARTICIPANT;BENEFICIARY;2;UoH;UoH-sektor;Universiteter;102;0;301;Oslo;3;Oslo;Oslo og Viken;402497.49999996
H2020;;EU.3.;Societal Challenges;EU.3.2.;FOOD;Food security, sustainable agriculture and forestry, marine and maritime and inland water research;;;;679266;GRACE;Integrated oil spill response actions and environmental effects;H2020-BG-2015-2;H2020-BG-2014-2015;BG-07-2015;Response capacities to oil spills and marine pollutions;RIA;Research and Innovation action;CLOSED;04.02.2016 00:00;01.03.2016 00:00;31.08.2019 00:00;11.06.2015 00:00;11.06.2015 00:00;42;Earth and related environmental sciences;974767880;NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU;NTNU;PARTICIPANT;BENEFICIARY;7;UoH;UoH-sektor;Universiteter;104;0;5001;Trondheim;50;Trøndelag - Trööndelage;Trøndelag;299862.99999978
H2020;;EU.2.;Industrial Leadership;EU.2.1.;LEIT;Leadership in enabling and industrial technologies (LEIT);LEIT-ICT;EU.2.1.1.;Information and Communication Technologies;101007326;AI4CSM;Automotive Intelligence for/at Connected Shared Mobility;H2020-ECSEL-2020-2-RIA-two-stage;H2020-ECSEL-2020-2-RIA-two-stage;ECSEL-2020-2-RIA;ECSEL-2020-2-RIA;ECSEL-RIA;ECSEL Research and Innovation Action;SIGNED;12.05.2021 00:00;01.05.2021 00:00;30.04.2024 00:00;16.09.2020 00:00;16.09.2020 00:00;36;;919303808;SINTEF AS;SINTEF;PARTICIPANT;BENEFICIARY;20;INS;Instituttsektor;Teknisk-industrielle institutter;706;22;5001;Trondheim;50;Trøndelag - Trööndelage;Trøndelag;215249.99999976
H2020;;EU.3.;Societal Challenges;EU.3.3.;ENERGY;Secure, clean and efficient energy;;;;838077;eCOCO2;Direct electrocatalytic conversion of CO2 into chemical energy carriers in a co-ionic membrane reactor;H2020-LC-SC3-2018-NZE-CC;H2020-LC-SC3-2018-2019-2020;CE-SC3-NZE-2-2018;Conversion of captured CO2;RIA;Research and Innovation action;SIGNED;03.05.2019 00:00;01.05.2019 00:00;30.04.2023 00:00;06.09.2018 00:00;06.09.2018 00:00;48;;971035854;UNIVERSITETET I OSLO;UIO;PARTICIPANT;BENEFICIARY;2;UoH;UoH-sektor;Universiteter;102;0;301;Oslo;3;Oslo;Oslo og Viken;427433.74999968
H2020;;EU.3.;Societal Challenges;EU.3.3.;ENERGY;Secure, clean and efficient energy;;;;883823;EERAdata;Towards a  FAIR and open data ecosystem in the low carbon energy research community;H2020-LC-SC3-2019-Joint-Actions-1;H2020-LC-SC3-2018-2019-2020;LC-SC3-CC-3-2019;Support for the opening of low-carbon energy research databases in Europe;CSA;Coordination and support action;SIGNED;24.01.2020 00:00;01.03.2020 00:00;28.02.2023 00:00;27.08.2019 00:00;27.08.2019 00:00;36;;917641404;HØGSKULEN PÅ VESTLANDET;HVL;COORDINATOR;BENEFICIARY;1;UoH;UoH-sektor;Statlige høyskoler;328;0;4601;Bergen;46;Vestland;Vestlandet;275537.49999984
H2020;;EU.3.;Societal Challenges;EU.3.7.;SECURITY;Secure societies - Protecting freedom and security of Europe and its citizens;;;;700389;ResiStand;Increasing disaster Resilience by establishing a sustainable process to support Standardisation of technologies and services;H2020-DRS-2015;H2020-DRS-2014-2015;DRS-06-2015;Crisis management topic 6: Addressing standardisation opportunities in support of increasing disaster resilience;CSA;Coordination and support action;SIGNED;19.04.2016 00:00;01.05.2016 00:00;30.04.2018 00:00;27.08.2015 00:00;27.08.2015 00:00;24;Security;970963340;FORSVARETS FORSKNINGSINSTITUTT;FFI;PARTICIPANT;BENEFICIARY;9;INS;Instituttsektor;Øvrige forskningsinstitutter;707;31;3030;Lillestrøm;30;Viken;Oslo og Viken;77499.99999984
H2020;;EU.2.;Industrial Leadership;EU.2.1.;LEIT;Leadership in enabling and industrial technologies (LEIT);LEIT-ICT;EU.2.1.1.;Information and Communication Technologies;737422;SCOTT;Secure COnnected Trustable Things;H2020-ECSEL-2016-2-IA-two-stage;H2020-ECSEL-2016-2-IA-two-stage;ECSEL-2016-2;ECSEL Key Applications and Essential Technologies (IA);ECSEL-IA;ECSEL Innovation Action;SIGNED;18.05.2017 00:00;01.05.2017 00:00;31.10.2020 00:00;20.09.2016 00:00;20.09.2016 00:00;42;Information and Communication Technology (ICT);917814783;WOLFFIA AS;ukjent;PARTICIPANT;BENEFICIARY;27;NÆR;Næringsliv;Næringsliv;601;0;301;Oslo;3;Oslo;Oslo og Viken;89999.9999997
H2020;;EU.3.;Societal Challenges;EU.3.4.;TPT;Smart, green and integrated transport;;;;769267;PortForward;Towards a green and sustainable ecosystem for the EU Port of the Future;H2020-MG-2017-Two-Stages;H2020-MG-2016-2017;MG-7-3-2017;The Port of the future;RIA;Research and Innovation action;SIGNED;08.06.2018 00:00;01.07.2018 00:00;30.06.2022 00:00;19.10.2017 00:00;19.10.2017 00:00;48;;963897642;KRISTIANSAND HAVN KF;ukjent;PARTICIPANT;BENEFICIARY;12;NÆR;Næringsliv;Næringsliv;601;0;4204;Kristiansand;42;Agder;Agder og Sør-Østlandet;71312.49999984
H2020;;EU.1.;Excellent Science;EU.1.3.;MSCA;Marie Sklodowska-Curie actions;;;;675997;MARmaED;MARine MAnagement and Ecosystem Dynamics under climate change;H2020-MSCA-ITN-2015;H2020-MSCA-ITN-2015;MSCA-ITN-2015-ETN;Marie Skodowska-Curie Innovative Training Networks (ITN-ETN);MSCA-ITN-ETN;European Training Networks;CLOSED;28.07.2015 00:00;01.10.2015 00:00;30.09.2019 00:00;13.01.2015 00:00;13.01.2015 00:00;48;Earth and related environmental sciences;971035854;UNIVERSITETET I OSLO;UIO;COORDINATOR;BENEFICIARY;1;UoH;UoH-sektor;Universiteter;102;0;301;Oslo;3;Oslo;Oslo og Viken;572550.48
H2020;;EU.2.;Industrial Leadership;EU.2.1.;LEIT;Leadership in enabling and industrial technologies (LEIT);LEIT-ICT;EU.2.1.1.;Information and Communication Technologies;732003;euBusinessGraph;Enabling the European Business Graph for Innovative Data Products and Services;H2020-ICT-2016-1;H2020-ICT-2016-2017;ICT-14-2016-2017;Big Data PPP: cross-sectorial and cross-lingual data integration and experimentation;IA;Innovation action;CLOSED;04.11.2016 00:00;01.01.2017 00:00;30.06.2019 00:00;12.04.2016 00:00;12.04.2016 00:00;30;;974760673;REGISTERENHETEN I BRØNNØYSUND;ukjent;PARTICIPANT;BENEFICIARY;8;DIV;Øvrige;Øvrige offentlige;900;16;1813;Brønnøy;18;Nordland - Nordlánnda;Nord-Norge;185674.9999998
H2020;;EU.2.;Industrial Leadership;EU.2.1.;LEIT;Leadership in enabling and industrial technologies (LEIT);LEIT-ADVMANU;EU.2.1.5.;Advanced manufacturing and processing;679692;Eco-Solar;Eco-Solar Factory - 40%plus eco-efficiency gains in the photovoltaic value chain with minimised resource and energy consumption by closed loop systems;H2020-FoF-2015;H2020-FoF-2014-2015;FoF-13-2015;Re-use and remanufacturing technologies and equipment for sustainable product lifecycle management;RIA;Research and Innovation action;CLOSED;20.07.2015 00:00;01.10.2015 00:00;30.09.2018 00:00;04.02.2015 00:00;04.02.2015 00:00;36;;989186493;NORSUN AS;ukjent;PARTICIPANT;BENEFICIARY;2;NÆR;Næringsliv;Næringsliv;601;0;301;Oslo;3;Oslo;Oslo og Viken;736055.37999972
H2020;;EU.1.;Excellent Science;EU.1.4.;INFRA;Research infrastructures;;;;101005611;EXCITE;Electron and X-ray microscopy Community for structural and chemical Imaging Techniques for Earth materials;H2020-INFRAIA-2020-1;H2020-INFRAIA-2018-2020;INFRAIA-02-2020;Integrating Activities for Starting Communities;RIA;Research and Innovation action;SIGNED;11.03.2021 00:00;01.05.2021 00:00;30.04.2024 00:00;14.05.2020 00:00;15.04.2020 00:00;36;;971035854;UNIVERSITETET I OSLO;UIO;PARTICIPANT;BENEFICIARY;7;UoH;UoH-sektor;Universiteter;102;0;301;Oslo;3;Oslo;Oslo og Viken;238323.49999992
H2020;;EU.3.;Societal Challenges;EU.3.5.;ENV;Climate action, environment, resource efficiency and raw materials;;;;101003472;Arctic PASSION;Pan-Arctic observing System of Systems: Implementing Observations for societal Needs;H2020-LC-CLA-2020-2;H2020-LC-CLA-2018-2019-2020;LC-CLA-20-2020;Supporting the implementation of GEOSS in the Arctic in collaboration with Copernicus;RIA;Research and Innovation action;SIGNED;18.05.2021 00:00;01.07.2021 00:00;30.06.2025 00:00;03.09.2020 00:00;03.09.2020 00:00;48;Earth and related environmental sciences | Space;970422528;UNIVERSITETET I TROMSØ - NORGES ARKTISKE UNIVERSITET;UIT;PARTICIPANT;BENEFICIARY;5;UoH;UoH-sektor;Universiteter;103;0;5401;Tromsø;54;Troms og Finnmark - Romsa ja Finnmárku - Tromssa ja Finmarkku;Nord-Norge;302807.49999984
H2020;;EU.3.;Societal Challenges;EU.3.2.;FOOD;Food security, sustainable agriculture and forestry, marine and maritime and inland water research;;;;101000392;MARBLES;Marine Biodiversity as Sustainable Resource of Disease-Suppressive Microbes and Bioprotectants for Aquaculture and Crop Diseases;H2020-FNR-2020-2;H2020-FNR-2020;FNR-11-2020;Prospecting aquatic and terrestrial natural biological resources for biologically active compounds;RIA;Research and Innovation action;SIGNED;21.04.2021 00:00;01.05.2021 00:00;30.04.2026 00:00;08.09.2020 00:00;08.09.2020 00:00;60;;919303808;SINTEF AS;SINTEF;PARTICIPANT;BENEFICIARY;3;INS;Instituttsektor;Teknisk-industrielle institutter;706;22;5001;Trondheim;50;Trøndelag - Trööndelage;Trøndelag;536374.9999998
H2020;;EU.3.;Societal Challenges;EU.3.3.;ENERGY;Secure, clean and efficient energy;;;;779541;REMOTE;Remote area Energy supply with Multiple Options for integrated hydrogen-based TEchnologies;H2020-JTI-FCH-2017-1;H2020-JTI-FCH-2017-1;FCH-02-12-2017;Demonstration of fuel cell-based energy storage solutions for isolated micro-grid or off-grid remote areas;FCH2-IA;Innovation action;SIGNED;06.12.2017 00:00;01.01.2018 00:00;30.06.2023 00:00;20.04.2017 00:00;20.04.2017 00:00;66;;948007029;STIFTELSEN SINTEF;SINTEF;PARTICIPANT;BENEFICIARY;10;INS;Instituttsektor;Teknisk-industrielle institutter;706;14;5001;Trondheim;50;Trøndelag - Trööndelage;Trøndelag;0
